TIME DT WATINJ OILPROD WATPROD WC WOR CUMINJ CUMOPROD CUMWPROD PWBINJ PWBPROD MBEO MBEW
Days Days STB/D STB/D STB/D % STB/STB STB STB STB psia psia dec. dec.
0.1 0.1 2000.0 1968.6726799178691 31.327320082131166 0.015663660041065584 0.015912914524438927 200.0 196.86726799178692 3.1327320082131167 2278.7146306049503 2248.97711897608 -9.10472341390112e-11 1.9243113206215022e-11 
0.30000000000000004 0.2 2000.0 1968.6620153193412 31.337984680658753 0.015668992340329375 0.015918417908609542 600.0 590.5996710556552 9.400328944344867 2284.073253388618 2244.948512087341 -1.199889822240673e-10 4.818486128514869e-11 
0.7000000000000001 0.4 2000.0 1968.6444093408497 31.3555906591503 0.01567779532957515 0.015927503469074396 1400.0 1378.057434791995 21.942565208004986 2293.2502732397406 2235.7631201631702 -1.0302441261692875e-10 3.122002419352739e-11 
1.5 0.8 2000.0 1968.6127987560265 31.387201243973536 0.015693600621986766 0.015943816510695867 3000.0 2952.947673796816 47.05232620318381 2309.3360830198226 2218.7471587826976 -1.201859939782233e-10 4.838173930114495e-11 
3.1 1.6 2000.0 1968.557693214344 31.442306785655944 0.015721153392827973 0.015972255674313318 6200.0 6102.639982939767 97.36001706023333 2335.8558939782843 2190.558088685836 -7.057961143386698e-11 -1.224910735857367e-12 
5.93304291299127 2.8330429129912695 2000.0 1968.4762342222516 31.5237657777485 0.01576188288887425 0.01601429838455916 11866.08582598254 11679.41762769486 186.6681982876804 2371.5880330630066 2152.7190646497725 -1.1687575119453398e-10 4.507136277113263e-11 
9.671563718067768 3.738520805076498 2000.0 1968.3858773386441 31.614122661355733 0.015807061330677864 0.016060937555648185 19343.127436135535 19038.269182544136 304.8582535913992 2406.8830332463695 2115.6622482688317 -8.491205835965034e-11 1.3107536189926002e-11 
14.709153537394538 5.0375898193267705 2000.0 1968.2822212660865 31.7177787339135 0.01585888936695675 0.01611444659267979 29418.307074789078 28953.667661956053 464.63941283302097 2441.992416671054 2079.3189816494573 -1.1933585937807098e-10 4.7531471215892924e-11 
20.396772286466465 5.687618749071927 2000.0 1968.1790251657674 31.8209748342326 0.015910487417116304 0.016167723782927988 40793.54457293293 40147.91958701898 645.6249859139483 2472.0431892086362 2048.671895666137 -1.1395528346524776e-10 4.2150627549200426e-11 
26.113975217940915 5.717202931474449 2000.0 1968.0843704573304 31.91562954266968 0.01595781477133484 0.01621659620987353 52227.95043588183 51399.857319186674 828.0931166951519 2495.9749275817608 2024.6651471228524 -9.472364316131201e-11 2.2919121514034234e-11 
31.867754710166786 5.753779492225869 2000.0 1967.9955247108678 32.00447528913233 0.016002237644566163 0.016262473611993775 63735.50942033357 62723.26961006035 1012.2398102732111 2515.5701454113864 2005.2830776343628 -1.1560965077076843e-10 4.3805129123490654e-11 
37.66720374344958 5.799449033282799 2000.0 1967.9107907789744 32.0892092210256 0.016044604610512797 0.01630623165002488 75334.40748689917 74136.06794323026 1198.3395436688975 2531.922437576414 1989.307466991863 -6.772806694643261e-11 6.772820173764874e-11 
43.522277271855884 5.855073528406304 2000.0 1967.82903905727 32.17096094273028 0.01608548047136514 0.016348453195986202 87044.55454371178 85657.85165824369 1386.7028854680707 2545.7844573662246 1975.955020284773 -1.1906926899732549e-10 4.7264882663710434e-11 
49.444516750302775 5.9222394784468895 2000.0 1967.749449494296 32.25055050570409 0.016125275252852043 0.016389561442384015 98889.03350060557 97311.33513173094 1577.6983688745968 2557.5569483924032 1964.689041978185 -8.126346755008709e-11 9.458947470149052e-12 
55.45187001462591 6.007353264323139 2000.0 1967.6713208746419 32.32867912535801 0.016164339562679004 0.01642991834174201 110903.74002925184 109131.83186430225 1771.9081649495715 2567.6709170905256 1955.1150355179054 -6.2060782802632e-11 6.206078384752516e-11 
61.56030777230981 6.108437757683899 2000.0 1967.594110456136 32.405889543864056 0.016202944771932026 0.016469804098138707 123120.61554461965 121150.75802040898 1969.8575242106447 2576.3729513601043 1946.9413981160062 -7.327001824687422e-11 1.4654981669361703e-12 
67.79471927411262 6.234411501802815 2000.0 1967.5172551881903 32.48274481180941 0.016241372405904706 0.0165095094978989 135589.43854822527 133417.07022614972 2172.368322075515 2583.872398194115 1939.9333227956552 -8.804320449853683e-11 1.6238550672275792e-11 
74.1829512822663 6.388232008153684 2000.0 1967.4402264381924 32.559773561807475 0.016279886780903738 0.016549307635512222 148365.90256453265 145985.53485481133 2380.36770972129 2590.4058695753806 1933.9043789064676 -6.13791760143102e-11 6.137931185041948e-11 
80.7532298245742 6.570278542307906 2000.0 1967.362544110311 32.63745588968895 0.016318727944844475 0.016589446610842336 161506.45964914846 158911.6547633196 2594.804885828834 2596.0296186492083 1928.705573232467 -5.4809849199144895e-11 5.480985128893119e-11 
87.55660547179544 6.803375647221227 2000.0 1967.2835072604773 32.716492739522764 0.01635824636976138 0.016630288730007103 175113.2109435909 172295.82346779548 2817.387475795393 2600.9473960940936 1924.202863337491 -1.0539402302937449e-10 3.3589904188405416e-11 
94.63364657567267 7.0770411038772405 2000.0 1967.2025788873204 32.797421112679686 0.016398710556339843 0.01667211169031224 189267.2931513454 186217.79697823434 3049.4961731109984 2605.267280595682 1920.2959992696992 -7.024136410957024e-11 -1.5628863879355322e-12 
102.04396626741318 7.410319691740509 2000.0 1967.11903977886 32.88096022114018 0.016440480110570088 0.0167152874616254 204087.93253482642 200794.77793470531 3293.15460012105 2609.0478946458147 1916.8948155824528 -6.711587345484923e-11 6.71161451270678e-11 
109.86361640568795 7.819650138274772 2000.0 1967.0320239673194 32.967976032680674 0.016483988016340337 0.016760264007388833 219727.23281137596 216176.28017291226 3550.9526384636406 2612.4571379739805 1913.9215735877403 -8.422045037655905e-11 1.24159323864073e-11 
118.16116419661515 8.29754779092719 2000.0 1966.9407826866232 33.05921731337676 0.016529608656688382 0.016807428878576374 236322.32839323033 232497.06531917825 3825.2630740520317 2615.511289904635 1911.3162789883336 -9.472272992470034e-11 2.291847942719457e-11 
127.05257870939138 8.89141451277624 2000.0 1966.8440841557963 33.15591584420393 0.016577957922101965 0.016857419513471514 254105.15741878282 249985.0913534092 4120.066065373574 2618.200034013202 1909.0177481243468 -9.718062789800529e-11 2.537637740049952e-11 
136.64771510736523 9.595136397973844 2000.0 1966.7408058013925 33.259194198607574 0.016629597099303787 0.016910817175553223 273295.4302147305 268856.23764453456 4439.192570195914 2620.704689506457 1906.9786181520649 -1.1808489606012239e-10 4.6280507636721025e-11 
147.0662954628978 10.418580355532573 2000.0 1966.6297591241234 33.3702408758767 0.01668512043793835 0.016968237524656794 294132.59092579567 289345.7278195509 4786.863106244714 2622.9830425049936 1905.1565427046746 -5.88475879966106e-11 5.88474584298602e-11 
158.51856507622077 11.452269613322963 2000.0 1966.5088503010331 33.491149698966844 0.01674557484948342 0.01703076479612081 317037.1301524416 311866.7173701841 5170.412782257443 2625.1659921668365 1903.5020440437233 -9.838552971374151e-11 2.658088215683936e-11 
170.6220778224011 12.10351274618035 2000.0 1966.3822066254709 33.617793374528965 0.01680889668726448 0.017096266057157226 341244.1556448023 335666.8494719377 5577.306172864512 2627.145096358737 1902.035310355282 -1.0569141424790065e-10 3.3887301676290466e-11 
182.0384660253718 11.416388202970703 2000.0 1966.2636655710776 33.73633442892247 0.016868167214461233 0.017157584213978828 364076.9320507437 358114.47878749325 5962.453263250336 2628.805604022992 1900.836423628383 -5.654555882403219e-11 5.654556718317738e-11 
193.0073696481708 10.968903622798997 2000.0 1966.1505556853554 33.84944431464484 0.01692472215732242 0.017216099864155975 386014.7392963417 379680.9947407186 6333.744555622977 2630.083427585518 1899.811493175541 -5.318674143949702e-11 5.3187017291288185e-11 
203.7146996608736 10.707330012702803 2000.0 1966.040849917928 33.95915008207221 0.01697957504103611 0.017272860878495905 407429.3993217473 400732.0429392446 6697.356382502628 2631.2979677479507 1898.901770754343 -6.744177144824883e-11 6.74420431204674e-11 
214.28313288414213 10.568433223268537 2000.0 1965.9332255388592 34.06677446114072 0.01703338723057036 0.017328551152495562 428566.2657682844 421508.87695475697 7057.388813527344 2632.328082965675 1898.0704690690382 -6.855571113584807e-11 -3.2486731079806833e-12 
224.82130384586472 10.538170961722596 2000.0 1965.826541017636 34.17345898236418 0.01708672949118209 0.01738376111489157 449642.60769172956 442225.09312509256 7417.514566636912 2633.1222477205383 1897.2917107282058 -8.078670788392787e-11 8.982189893776119e-12 
235.42620056588933 10.604896720024604 2000.0 1965.7198026936323 34.28019730636781 0.017140098653183906 0.017439004917889897 470852.4011317788 463071.34861316567 7781.052518613008 2633.9168667387353 1896.5465107853836 -1.1583236556576789e-10 4.402811924783471e-11 
246.18760355241085 10.76140298652151 2000.0 1965.6121149025314 34.387885097468676 0.017193942548734336 0.017494746209973305 492375.2071048218 484224.0926968206 8151.114408001066 2634.485708247665 1895.8204621799084 -1.21839506430537e-10 5.003485887363484e-11 
257.2259299911892 11.038326438778384 2000.0 1965.5023020399308 34.49769796006929 0.017248848980034644 0.01755159377033812 514451.85998237855 505919.94872290775 8531.91125947069 2635.099664807348 1895.0995403051993 -1.237122349837545e-10 5.19081224121443e-11 
268.63076676637974 11.404836775190537 2000.0 1965.389521243634 34.61047875636615 0.017305239378183075 0.017609984373207495 537261.5335327596 528334.8954123612 8926.638120398246 2635.6977823989746 1894.3733570813722 -1.0141381813844356e-10 2.960943807418739e-11 
280.5293834222534 11.898616655873637 2000.0 1965.2725856371167 34.727414362883366 0.017363707181441684 0.017670533144706322 561058.766844507 551718.9205331549 9339.846311351876 2636.1487173701084 1893.630427820662 -1.1008745108551018e-10 3.828294563407622e-11 
293.06531090865434 12.535927486400949 2000.0 1965.1501853334619 34.84981466653806 0.01742490733326903 0.017733919232551926 586130.6218173088 576353.9007563825 9776.72106092611 2636.6265525939243 1892.8591758778236 -5.431178207190439e-11 5.4311665043871775e-11 
306.3745039932853 13.30919308463099 2000.0 1965.0211258198767 34.978874180123455 0.017489437090061722 0.017800762404286633 612749.0079865708 602506.7463352982 10242.261651272385 2636.838790945421 1892.0494400258315 -9.588008910218637e-11 2.407598488972136e-11 
320.68206240444323 14.30755841115793 2000.0 1964.883405442553 35.11659455744707 0.017558297278723534 0.017872100940023825 641364.1248088867 630619.4304297824 10744.69437910401 2637.1029559102103 1891.1859944175148 -1.0266498991257526e-10 3.086035071481831e-11 
336.18464346096476 15.502581056521546 2000.0 1964.73536804508 35.26463195492018 0.01763231597746009 0.017948794798766533 672369.2869219298 661077.8997275159 11291.38719441356 2637.5794018900256 1890.2549594355344 -5.2238638833259635e-11 5.223893140334117e-11 
353.11964768781553 16.93500422685074 2000.0 1964.5750546745771 35.424945325422705 0.017712472662711354 0.018031861516887012 706239.2953756313 694347.9865823954 11891.30879323555 2637.778046472899 1889.240666791573 -1.1362316888006201e-10 4.181867178777323e-11 
370.3965556098531 17.27690792203758 2000.0 1964.412939243593 35.58706075640709 0.017793530378203547 0.01811587576393692 740793.1112197065 728286.9680545662 12506.143165139953 2638.0672931005092 1888.206879649703 -7.572259562426774e-11 3.918098531978957e-12 
386.7362003373067 16.339644727453546 2000.0 1964.2608792003139 35.739120799686184 0.017869560399843092 0.01819469153926042 773472.4006746135 760382.2929727349 13090.10770187837 2638.323739863161 1887.2288776578068 -6.984652615602841e-11 -1.957711802759583e-12 
402.5065030651833 15.77030272787666 2000.0 1964.1152882587373 35.884711741262564 0.017942355870631282 0.01827016568517 805013.0061303668 791356.9856610259 13656.020469340672 2638.1458456824994 1886.2848817829265 -1.1926880179293553e-10 4.746469758047053e-11 
417.9349286046427 15.428425539459413 2000.0 1963.9739691352754 36.0260308647244 0.0180130154323622 0.018343436028628434 835869.8572092856 821658.011805266 14211.84540401934 2638.0491239503635 1885.3613356143069 -5.782173698099035e-11 5.782175369928072e-11 
433.219766159852 15.284837555209268 2000.0 1963.8350549267957 36.164945073204485 0.018082472536602244 0.01841546976283738 866439.5323197042 851674.9116050475 14764.620714656336 2637.840347412485 1884.4462871065914 -1.1524937370300162e-10 4.3445144103358806e-11 
448.52799046512774 15.308224305275774 2000.0 1963.697014934855 36.30298506514538 0.018151492532572686 0.018487060268994562 897055.9809302557 881735.6259772708 15320.354952984657 2637.6894550687553 1883.529273109174 -7.017244922686358e-11 -1.6320478654252082e-12 
463.9961567585972 15.468166293469436 2000.0 1963.5586352471475 36.44136475285256 0.018220682376426277 0.01855883705161969 927992.3135171946 912108.2774742516 15884.036042942756 2637.4783805547804 1882.6015427315162 -1.0585787408557893e-10 3.405350238046795e-11 
479.76843370768734 15.772276949090175 2000.0 1963.418675131461 36.58132486853919 0.018290662434269595 0.018631443885033783 959536.867415375 943075.8605854406 16461.006829933995 2637.0290448517303 1881.6547226963391 -1.1384144287918096e-10 4.203734702586115e-11 
496.00678687455274 16.23835316686542 2000.0 1963.275780432412 36.72421956758815 0.018362109783794076 0.018705583766484214 992013.5737491058 974956.2260720555 17057.347677050002 2636.6692355020464 1880.6790816035357 -7.69783147733811e-11 5.173943068270113e-12 
